verb,conjugacio,mode,temps,persona,nombre,pronom,forma_conjugada
caure,2a,subjuntiu,present,3a,plural,ells,caiguen
caure,2a,subjuntiu,present,3a,plural,elles,caiguen
caure,2a,subjuntiu,imperfet,1a,singular,jo,caigués
caure,2a,subjuntiu,imperfet,2a,singular,tu,caiguesses
caure,2a,subjuntiu,imperfet,3a,singular,ell,caigués
caure,2a,subjuntiu,imperfet,3a,singular,ella,caigués
caure,2a,subjuntiu,imperfet,1a,plural,nosaltres,caiguàrem
caure,2a,subjuntiu,imperfet,2a,plural,vosaltres,caiguàreu
caure,2a,subjuntiu,imperfet,3a,plural,ells,caiguaren
caure,2a,subjuntiu,imperfet,3a,plural,elles,caiguaren
caure,2a,indicatiu,condicional simple,1a,singular,jo,cauria
caure,2a,indicatiu,condicional simple,2a,singular,tu,cauries
caure,2a,indicatiu,condicional simple,3a,singular,ell,cauria
caure,2a,indicatiu,condicional simple,3a,singular,ella,cauria
caure,2a,indicatiu,condicional simple,1a,plural,nosaltres,cauríem
caure,2a,indicatiu,condicional simple,2a,plural,vosaltres,cauríeu
caure,2a,indicatiu,condicional simple,3a,plural,ells,caurien
caure,2a,indicatiu,condicional simple,3a,plural,elles,caurien
caure,2a,imperatiu,imperatiu,2a,singular,tu,cau
caure,2a,imperatiu,imperatiu,3a,singular,ell,caigua
caure,2a,imperatiu,imperatiu,3a,singular,ella,caigua
caure,2a,imperatiu,imperatiu,1a,plural,nosaltres,caiguem
caure,2a,imperatiu,imperatiu,2a,plural,vosaltres,caieu
caure,2a,imperatiu,imperatiu,3a,plural,ells,caiguen
caure,2a,imperatiu,imperatiu,3a,plural,elles,caiguen
caure,2a,infinitiu,infinitiu,,,,caure
caure,2a,gerundi,gerundi,,,,caient
caure,2a,participi,participi,,singular,,caigut
caure,2a,participi,participi,,plural,,caiguda
caure,2a,participi,participi,,singular,,caiguts
caure,2a,participi,participi,,plural,,caigudes
caure,2a,indicatiu,pretèrit perfet compost,1a,singular,jo,he caigut
caure,2a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig caigut
caure,2a,indicatiu,pretèrit perfet compost,2a,singular,tu,has caigut
caure,2a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha caigut
caure,2a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha caigut
caure,2a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem caigut
caure,2a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem caigut
caure,2a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu caigut
caure,2a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu caigut
caure,2a,indicatiu,pretèrit perfet compost,3a,plural,ells,han caigut
caure,2a,indicatiu,pretèrit perfet compost,3a,plural,elles,han caigut
caure,2a,indicatiu,pretèrit plusquamperfet,1a,singular,jo,havia caigut
caure,2a,indicatiu,pretèrit plusquamperfet,2a,singular,tu,havies caigut
caure,2a,indicatiu,pretèrit plusquamperfet,3a,singular,ell,havia caigut
caure,2a,indicatiu,pretèrit plusquamperfet,3a,singular,ella,havia caigut
caure,2a,indicatiu,pretèrit plusquamperfet,1a,plural,nosaltres,havíem caigut
caure,2a,indicatiu,pretèrit plusquamperfet,2a,plural,vosaltres,havíeu caigut
caure,2a,indicatiu,pretèrit plusquamperfet,3a,plural,ells,havien caigut
caure,2a,indicatiu,pretèrit plusquamperfet,3a,plural,elles,havien caigut
caure,2a,indicatiu,pretèrit anterior,1a,singular,jo,haguí caigut
caure,2a,indicatiu,pretèrit anterior,2a,singular,tu,hagueres caigut
caure,2a,indicatiu,pretèrit anterior,3a,singular,ell,hagué caigut
caure,2a,indicatiu,pretèrit anterior,3a,singular,ella,hagué caigut
caure,2a,indicatiu,pretèrit anterior,1a,plural,nosaltres,haguérem caigut
caure,2a,indicatiu,pretèrit anterior,2a,plural,vosaltres,haguéreu caigut
caure,2a,indicatiu,pretèrit anterior,3a,plural,ells,hagueren caigut
caure,2a,indicatiu,pretèrit anterior,3a,plural,elles,hagueren caigut
caure,2a,indicatiu,futur perfet,1a,singular,jo,hauré caigut
caure,2a,indicatiu,futur perfet,2a,singular,tu,hauràs caigut
caure,2a,indicatiu,futur perfet,3a,singular,ell,haurà caigut
caure,2a,indicatiu,futur perfet,3a,singular,ella,haurà caigut
caure,2a,indicatiu,futur perfet,1a,plural,nosaltres,haurem caigut
caure,2a,indicatiu,futur perfet,2a,plural,vosaltres,haureu caigut
caure,2a,indicatiu,futur perfet,3a,plural,ells,hauran caigut
caure,2a,indicatiu,futur perfet,3a,plural,elles,hauran caigut
caure,2a,subjuntiu,pretèrit perfet,1a,singular,jo,haga caigut
caure,2a,subjuntiu,pretèrit perfet,2a,singular,tu,hages caigut
caure,2a,subjuntiu,pretèrit perfet,3a,singular,ell,haga caigut
caure,2a,subjuntiu,pretèrit perfet,3a,singular,ella,haga caigut
caure,2a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,hàgim caigut
caure,2a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,haguem caigut
caure,2a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hàgiu caigut
caure,2a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hagueu caigut
caure,2a,subjuntiu,pretèrit perfet,3a,plural,ells,hagen caigut
caure,2a,subjuntiu,pretèrit perfet,3a,plural,elles,hagen caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,1a,singular,jo,hagués caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren caigut
caure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren caigut
caure,2a,indicatiu,condicional perfet,1a,singular,jo,hauria caigut
caure,2a,indicatiu,condicional perfet,1a,singular,jo,haguera caigut
caure,2a,indicatiu,condicional perfet,2a,singular,tu,hauries caigut
caure,2a,indicatiu,condicional perfet,2a,singular,tu,hagueras caigut
caure,2a,indicatiu,condicional perfet,3a,singular,ell,hauria caigut
caure,2a,indicatiu,condicional perfet,3a,singular,ell,haguera caigut
caure,2a,indicatiu,condicional perfet,3a,singular,ella,hauria caigut
caure,2a,indicatiu,condicional perfet,3a,singular,ella,haguera caigut
caure,2a,indicatiu,condicional perfet,1a,plural,nosaltres,hauríem caigut
caure,2a,indicatiu,condicional perfet,1a,plural,nosaltres,haguérem caigut
caure,2a,indicatiu,condicional perfet,2a,plural,vosaltres,hauríeu caigut
caure,2a,indicatiu,condicional perfet,2a,plural,vosaltres,haguéreu caigut
caure,2a,indicatiu,condicional perfet,3a,plural,ells,haurien caigut
caure,2a,indicatiu,condicional perfet,3a,plural,ells,hagueren caigut
caure,2a,indicatiu,condicional perfet,3a,plural,elles,haurien caigut
caure,2a,indicatiu,condicional perfet,3a,plural,elles,hagueren caigut
caure,2a,indicatiu,passat perifràstic,1a,singular,jo,vaig caure
caure,2a,indicatiu,passat perifràstic,2a,singular,tu,vares caure
caure,2a,indicatiu,passat perifràstic,3a,singular,ell,va caure
caure,2a,indicatiu,passat perifràstic,3a,singular,ella,va caure
caure,2a,indicatiu,passat perifràstic,1a,plural,nosaltres,vàrem caure
caure,2a,indicatiu,passat perifràstic,2a,plural,vosaltres,vàreu caure
caure,2a,indicatiu,passat perifràstic,3a,plural,ells,van caure
caure,2a,indicatiu,passat perifràstic,3a,plural,elles,van caure
caure,2a,indicatiu,passat anterior perifràstic,1a,singular,jo,vaig haver caigut
caure,2a,indicatiu,passat anterior perifràstic,2a,singular,tu,vares haver caigut
caure,2a,indicatiu,passat anterior perifràstic,3a,singular,ell,va haver caigut
caure,2a,indicatiu,passat anterior perifràstic,3a,singular,ella,va haver caigut
caure,2a,indicatiu,passat anterior perifràstic,1a,plural,nosaltres,vàrem haver caigut
caure,2a,indicatiu,passat anterior perifràstic,2a,plural,vosaltres,vàreu haver caigut
caure,2a,indicatiu,passat anterior perifràstic,3a,plural,ells,van haver caigut
caure,2a,indicatiu,passat anterior perifràstic,3a,plural,elles,van haver caigut
beure,2a,indicatiu,present,1a,singular,jo,bec
beure,2a,indicatiu,present,2a,singular,tu,beus
beure,2a,indicatiu,present,3a,singular,ell,beu
beure,2a,indicatiu,present,3a,singular,ella,beu
beure,2a,indicatiu,present,1a,plural,nosaltres,bevem
beure,2a,indicatiu,present,2a,plural,vosaltres,beveu
beure,2a,indicatiu,present,3a,plural,ells,beuen
beure,2a,indicatiu,present,3a,plural,elles,beuen
beure,2a,indicatiu,imperfet,1a,singular,jo,bevia
beure,2a,indicatiu,imperfet,2a,singular,tu,bevies
beure,2a,indicatiu,imperfet,3a,singular,ell,bevia
beure,2a,indicatiu,imperfet,3a,singular,ella,bevia
beure,2a,indicatiu,imperfet,1a,plural,nosaltres,bevíem
beure,2a,indicatiu,imperfet,2a,plural,vosaltres,bevíeu
beure,2a,indicatiu,imperfet,3a,plural,ells,bevien
beure,2a,indicatiu,imperfet,3a,plural,elles,bevien
beure,2a,indicatiu,passat simple,1a,singular,jo,beguí
beure,2a,indicatiu,passat simple,2a,singular,tu,begueres
beure,2a,indicatiu,passat simple,3a,singular,ell,begué
beure,2a,indicatiu,passat simple,3a,singular,ella,begué
beure,2a,indicatiu,passat simple,1a,plural,nosaltres,beguérem
beure,2a,indicatiu,passat simple,2a,plural,vosaltres,beguéreu
beure,2a,indicatiu,passat simple,3a,plural,ells,begueren
beure,2a,indicatiu,passat simple,3a,plural,elles,begueren
beure,2a,indicatiu,futur,1a,singular,jo,beuré
beure,2a,indicatiu,futur,2a,singular,tu,beuràs
beure,2a,indicatiu,futur,3a,singular,ell,beurà
beure,2a,indicatiu,futur,3a,singular,ella,beurà
beure,2a,indicatiu,futur,1a,plural,nosaltres,beurem
beure,2a,indicatiu,futur,2a,plural,vosaltres,beureu
beure,2a,indicatiu,futur,3a,plural,ells,beuran
beure,2a,indicatiu,futur,3a,plural,elles,beuran
beure,2a,subjuntiu,present,1a,singular,jo,begua
beure,2a,subjuntiu,present,2a,singular,tu,begues
beure,2a,subjuntiu,present,3a,singular,ell,begua
beure,2a,subjuntiu,present,3a,singular,ella,begua
beure,2a,subjuntiu,present,1a,plural,nosaltres,beguem
beure,2a,subjuntiu,present,2a,plural,vosaltres,begueu
beure,2a,subjuntiu,present,3a,plural,ells,beguen
beure,2a,subjuntiu,present,3a,plural,elles,beguen
beure,2a,subjuntiu,imperfet,1a,singular,jo,begués
beure,2a,subjuntiu,imperfet,2a,singular,tu,beguesses
beure,2a,subjuntiu,imperfet,3a,singular,ell,begués
beure,2a,subjuntiu,imperfet,3a,singular,ella,begués
beure,2a,subjuntiu,imperfet,1a,plural,nosaltres,beguàrem
beure,2a,subjuntiu,imperfet,2a,plural,vosaltres,beguàreu
beure,2a,subjuntiu,imperfet,3a,plural,ells,beguaren
beure,2a,subjuntiu,imperfet,3a,plural,elles,beguaren
beure,2a,indicatiu,condicional simple,1a,singular,jo,beuria
beure,2a,indicatiu,condicional simple,2a,singular,tu,beuries
beure,2a,indicatiu,condicional simple,3a,singular,ell,beuria
beure,2a,indicatiu,condicional simple,3a,singular,ella,beuria
beure,2a,indicatiu,condicional simple,1a,plural,nosaltres,beuríem
beure,2a,indicatiu,condicional simple,2a,plural,vosaltres,beuríeu
beure,2a,indicatiu,condicional simple,3a,plural,ells,beurien
beure,2a,indicatiu,condicional simple,3a,plural,elles,beurien
beure,2a,imperatiu,imperatiu,2a,singular,tu,beu
beure,2a,imperatiu,imperatiu,3a,singular,ell,begua
beure,2a,imperatiu,imperatiu,3a,singular,ella,begua
beure,2a,imperatiu,imperatiu,1a,plural,nosaltres,beguem
beure,2a,imperatiu,imperatiu,2a,plural,vosaltres,beveu
beure,2a,imperatiu,imperatiu,3a,plural,ells,beguen
beure,2a,imperatiu,imperatiu,3a,plural,elles,beguen
beure,2a,infinitiu,infinitiu,,,,beure
beure,2a,gerundi,gerundi,,,,bevent
beure,2a,participi,participi,,singular,,beuut
beure,2a,participi,participi,,plural,,beuuda
beure,2a,participi,participi,,singular,,beuuts
beure,2a,participi,participi,,plural,,beuudes
beure,2a,indicatiu,pretèrit perfet compost,1a,singular,jo,he beuut
beure,2a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig beuut
beure,2a,indicatiu,pretèrit perfet compost,2a,singular,tu,has beuut
beure,2a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha beuut
beure,2a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha beuut
beure,2a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem beuut
beure,2a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem beuut
beure,2a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu beuut
beure,2a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu beuut
beure,2a,indicatiu,pretèrit perfet compost,3a,plural,ells,han beuut
beure,2a,indicatiu,pretèrit perfet compost,3a,plural,elles,han beuut
beure,2a,indicatiu,pretèrit plusquamperfet,1a,singular,jo,havia beuut
beure,2a,indicatiu,pretèrit plusquamperfet,2a,singular,tu,havies beuut
beure,2a,indicatiu,pretèrit plusquamperfet,3a,singular,ell,havia beuut
beure,2a,indicatiu,pretèrit plusquamperfet,3a,singular,ella,havia beuut
beure,2a,indicatiu,pretèrit plusquamperfet,1a,plural,nosaltres,havíem beuut
beure,2a,indicatiu,pretèrit plusquamperfet,2a,plural,vosaltres,havíeu beuut
beure,2a,indicatiu,pretèrit plusquamperfet,3a,plural,ells,havien beuut
beure,2a,indicatiu,pretèrit plusquamperfet,3a,plural,elles,havien beuut
beure,2a,indicatiu,pretèrit anterior,1a,singular,jo,haguí beuut
beure,2a,indicatiu,pretèrit anterior,2a,singular,tu,hagueres beuut
beure,2a,indicatiu,pretèrit anterior,3a,singular,ell,hagué beuut
beure,2a,indicatiu,pretèrit anterior,3a,singular,ella,hagué beuut
beure,2a,indicatiu,pretèrit anterior,1a,plural,nosaltres,haguérem beuut
beure,2a,indicatiu,pretèrit anterior,2a,plural,vosaltres,haguéreu beuut
beure,2a,indicatiu,pretèrit anterior,3a,plural,ells,hagueren beuut
beure,2a,indicatiu,pretèrit anterior,3a,plural,elles,hagueren beuut
beure,2a,indicatiu,futur perfet,1a,singular,jo,hauré beuut
beure,2a,indicatiu,futur perfet,2a,singular,tu,hauràs beuut
beure,2a,indicatiu,futur perfet,3a,singular,ell,haurà beuut
beure,2a,indicatiu,futur perfet,3a,singular,ella,haurà beuut
beure,2a,indicatiu,futur perfet,1a,plural,nosaltres,haurem beuut
beure,2a,indicatiu,futur perfet,2a,plural,vosaltres,haureu beuut
beure,2a,indicatiu,futur perfet,3a,plural,ells,hauran beuut
beure,2a,indicatiu,futur perfet,3a,plural,elles,hauran beuut
beure,2a,subjuntiu,pretèrit perfet,1a,singular,jo,haga beuut
beure,2a,subjuntiu,pretèrit perfet,2a,singular,tu,hages beuut
beure,2a,subjuntiu,pretèrit perfet,3a,singular,ell,haga beuut
beure,2a,subjuntiu,pretèrit perfet,3a,singular,ella,haga beuut
beure,2a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,hàgim beuut
beure,2a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,haguem beuut
beure,2a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hàgiu beuut
beure,2a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hagueu beuut
beure,2a,subjuntiu,pretèrit perfet,3a,plural,ells,hagen beuut
beure,2a,subjuntiu,pretèrit perfet,3a,plural,elles,hagen beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,1a,singular,jo,hagués beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren beuut
beure,2a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren beuut
beure,2a,indicatiu,condicional perfet,1a,singular,jo,hauria beuut
beure,2a,indicatiu,condicional perfet,1a,singular,jo,haguera beuut
beure,2a,indicatiu,condicional perfet,2a,singular,tu,hauries beuut
beure,2a,indicatiu,condicional perfet,2a,singular,tu,hagueras beuut
beure,2a,indicatiu,condicional perfet,3a,singular,ell,hauria beuut
beure,2a,indicatiu,condicional perfet,3a,singular,ell,haguera beuut
beure,2a,indicatiu,condicional perfet,3a,singular,ella,hauria beuut
beure,2a,indicatiu,condicional perfet,3a,singular,ella,haguera beuut
beure,2a,indicatiu,condicional perfet,1a,plural,nosaltres,hauríem beuut
beure,2a,indicatiu,condicional perfet,1a,plural,nosaltres,haguérem beuut
beure,2a,indicatiu,condicional perfet,2a,plural,vosaltres,hauríeu beuut
beure,2a,indicatiu,condicional perfet,2a,plural,vosaltres,haguéreu beuut
beure,2a,indicatiu,condicional perfet,3a,plural,ells,haurien beuut
beure,2a,indicatiu,condicional perfet,3a,plural,ells,hagueren beuut
beure,2a,indicatiu,condicional perfet,3a,plural,elles,haurien beuut
beure,2a,indicatiu,condicional perfet,3a,plural,elles,hagueren beuut
beure,2a,indicatiu,passat perifràstic,1a,singular,jo,vaig beure
beure,2a,indicatiu,passat perifràstic,2a,singular,tu,vares beure
beure,2a,indicatiu,passat perifràstic,3a,singular,ell,va beure
beure,2a,indicatiu,passat perifràstic,3a,singular,ella,va beure
beure,2a,indicatiu,passat perifràstic,1a,plural,nosaltres,vàrem beure
beure,2a,indicatiu,passat perifràstic,2a,plural,vosaltres,vàreu beure
beure,2a,indicatiu,passat perifràstic,3a,plural,ells,van beure
beure,2a,indicatiu,passat perifràstic,3a,plural,elles,van beure
beure,2a,indicatiu,passat anterior perifràstic,1a,singular,jo,vaig haver beuut
beure,2a,indicatiu,passat anterior perifràstic,2a,singular,tu,vares haver beuut
beure,2a,indicatiu,passat anterior perifràstic,3a,singular,ell,va haver beuut
beure,2a,indicatiu,passat anterior perifràstic,3a,singular,ella,va haver beuut
beure,2a,indicatiu,passat anterior perifràstic,1a,plural,nosaltres,vàrem haver beuut
beure,2a,indicatiu,passat anterior perifràstic,2a,plural,vosaltres,vàreu haver beuut
beure,2a,indicatiu,passat anterior perifràstic,3a,plural,ells,van haver beuut
beure,2a,indicatiu,passat anterior perifràstic,3a,plural,elles,van haver beuut
creure,2a,indicatiu,present,1a,singular,jo,crec
creure,2a,indicatiu,present,2a,singular,tu,creus
creure,2a,indicatiu,present,3a,singular,ell,creu
creure,2a,indicatiu,present,3a,singular,ella,creu
creure,2a,indicatiu,present,1a,plural,nosaltres,creiem
creure,2a,indicatiu,present,2a,plural,vosaltres,creieu
creure,2a,indicatiu,present,3a,plural,ells,creuen
creure,2a,indicatiu,present,3a,plural,elles,creuen
creure,2a,indicatiu,imperfet,1a,singular,jo,creia
creure,2a,indicatiu,imperfet,2a,singular,tu,creies
creure,2a,indicatiu,imperfet,3a,singular,ell,creia
creure,2a,indicatiu,imperfet,3a,singular,ella,creia
creure,2a,indicatiu,imperfet,1a,plural,nosaltres,crèiem
creure,2a,indicatiu,imperfet,2a,plural,vosaltres,crèieu
creure,2a,indicatiu,imperfet,3a,plural,ells,creien
creure,2a,indicatiu,imperfet,3a,plural,elles,creien
creure,2a,indicatiu,passat simple,1a,singular,jo,creguí
creure,2a,indicatiu,passat simple,2a,singular,tu,cregueres
creure,2a,indicatiu,passat simple,3a,singular,ell,cregué
creure,2a,indicatiu,passat simple,3a,singular,ella,cregué
creure,2a,indicatiu,passat simple,1a,plural,nosaltres,creguérem
creure,2a,indicatiu,passat simple,2a,plural,vosaltres,creguéreu
creure,2a,indicatiu,passat simple,3a,plural,ells,creguéren
creure,2a,indicatiu,passat simple,3a,plural,elles,creguéren
creure,2a,indicatiu,futur,1a,singular,jo,creuré
creure,2a,indicatiu,futur,2a,singular,tu,creuràs
creure,2a,indicatiu,futur,3a,singular,ell,creurà
creure,2a,indicatiu,futur,3a,singular,ella,creurà
creure,2a,indicatiu,futur,1a,plural,nosaltres,creurem
creure,2a,indicatiu,futur,2a,plural,vosaltres,creureu
creure,2a,indicatiu,futur,3a,plural,ells,creuran
creure,2a,indicatiu,futur,3a,plural,elles,creuran
creure,2a,subjuntiu,present,1a,singular,jo,cregua
creure,2a,subjuntiu,present,2a,singular,tu,cregues
creure,2a,subjuntiu,present,3a,singular,ell,cregua
creure,2a,subjuntiu,present,3a,singular,ella,cregua
creure,2a,subjuntiu,present,1a,plural,nosaltres,creguem
creure,2a,subjuntiu,present,2a,plural,vosaltres,cregueu
creure,2a,subjuntiu,present,3a,plural,ells,creguen
creure,2a,subjuntiu,present,3a,plural,elles,creguen
creure,2a,subjuntiu,imperfet,1a,singular,jo,cregués
creure,2a,subjuntiu,imperfet,2a,singular,tu,creguesses
creure,2a,subjuntiu,imperfet,3a,singular,ell,cregués
creure,2a,subjuntiu,imperfet,3a,singular,ella,cregués
creure,2a,subjuntiu,imperfet,1a,plural,nosaltres,creguàrem
creure,2a,subjuntiu,imperfet,2a,plural,vosaltres,creguàreu
creure,2a,subjuntiu,imperfet,3a,plural,ells,creguaren
creure,2a,subjuntiu,imperfet,3a,plural,elles,creguaren
creure,2a,indicatiu,condicional simple,1a,singular,jo,creuria
creure,2a,indicatiu,condicional simple,2a,singular,tu,creuries
creure,2a,indicatiu,condicional simple,3a,singular,ell,creuria
creure,2a,indicatiu,condicional simple,3a,singular,ella,creuria
creure,2a,indicatiu,condicional simple,1a,plural,nosaltres,creuríem
creure,2a,indicatiu,condicional simple,2a,plural,vosaltres,creuríeu
creure,2a,indicatiu,condicional simple,3a,plural,ells,creurien
creure,2a,indicatiu,condicional simple,3a,plural,elles,creurien
creure,2a,imperatiu,imperatiu,2a,singular,tu,creu
creure,2a,imperatiu,imperatiu,3a,singular,ell,cregua
creure,2a,imperatiu,imperatiu,3a,singular,ella,cregua
creure,2a,imperatiu,imperatiu,1a,plural,nosaltres,creguem
creure,2a,imperatiu,imperatiu,2a,plural,vosaltres,creieu
creure,2a,imperatiu,imperatiu,3a,plural,ells,creguen
creure,2a,imperatiu,imperatiu,3a,plural,elles,creguen
creure,2a,infinitiu,infinitiu,,,,creure
creure,2a,gerundi,gerundi,,,,creient
creure,2a,participi,participi,,singular,,cregut
creure,2a,participi,participi,,plural,,creguda
creure,2a,participi,participi,,singular,,creguts
creure,2a,participi,participi,,plural,,cregudes
creure,2a,indicatiu,pretèrit perfet compost,1a,singular,jo,he cregut
creure,2a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig cregut
creure,2a,indicatiu,pretèrit perfet compost,2a,singular,tu,has cregut
creure,2a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha cregut
creure,2a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha cregut
creure,2a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem cregut
creure,2a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem cregut
creure,2a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu cregut
creure,2a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu cregut
creure,2a,indicatiu,pretèrit perfet compost,3a,plural,ells,han cregut
creure,2a,indicatiu,pretèrit perfet compost,3a,plural,elles,han cregut
creure,2a,indicatiu,pretèrit plusquamperfet,1a,singular,jo,havia cregut
creure,2a,indicatiu,pretèrit plusquamperfet,2a,singular,tu,havies cregut
creure,2a,indicatiu,pretèrit plusquamperfet,3a,singular,ell,havia cregut
creure,2a,indicatiu,pretèrit plusquamperfet,3a,singular,ella,havia cregut
creure,2a,indicatiu,pretèrit plusquamperfet,1a,plural,nosaltres,havíem cregut
creure,2a,indicatiu,pretèrit plusquamperfet,2a,plural,vosaltres,havíeu cregut
creure,2a,indicatiu,pretèrit plusquamperfet,3a,plural,ells,havien cregut
creure,2a,indicatiu,pretèrit plusquamperfet,3a,plural,elles,havien cregut
creure,2a,indicatiu,pretèrit anterior,1a,singular,jo,haguí cregut
creure,2a,indicatiu,pretèrit anterior,2a,singular,tu,hagueres cregut
creure,2a,indicatiu,pretèrit anterior,3a,singular,ell,hagué cregut
creure,2a,indicatiu,pretèrit anterior,3a,singular,ella,hagué cregut
creure,2a,indicatiu,pretèrit anterior,1a,plural,nosaltres,haguérem cregut
creure,2a,indicatiu,pretèrit anterior,2a,plural,vosaltres,haguéreu cregut
creure,2a,indicatiu,pretèrit anterior,3a,plural,ells,hagueren cregut
creure,2a,indicatiu,pretèrit anterior,3a,plural,elles,hagueren cregut
creure,2a,indicatiu,futur perfet,1a,singular,jo,hauré cregut
creure,2a,indicatiu,futur perfet,2a,singular,tu,hauràs cregut
creure,2a,indicatiu,futur perfet,3a,singular,ell,haurà cregut
creure,2a,indicatiu,futur perfet,3a,singular,ella,haurà cregut
creure,2a,indicatiu,futur perfet,1a,plural,nosaltres,haurem cregut
creure,2a,indicatiu,futur perfet,2a,plural,vosaltres,haureu cregut
creure,2a,indicatiu,futur perfet,3a,plural,ells,hauran cregut
creure,2a,indicatiu,futur perfet,3a,plural,elles,hauran cregut
creure,2a,subjuntiu,pretèrit perfet,1a,singular,jo,haga cregut
creure,2a,subjuntiu,pretèrit perfet,2a,singular,tu,hages cregut
creure,2a,subjuntiu,pretèrit perfet,3a,singular,ell,haga cregut
creure,2a,subjuntiu,pretèrit perfet,3a,singular,ella,haga cregut
creure,2a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,hàgim cregut
creure,2a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,haguem cregut
creure,2a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hàgiu cregut
creure,2a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hagueu cregut
creure,2a,subjuntiu,pretèrit perfet,3a,plural,ells,hagen cregut
creure,2a,subjuntiu,pretèrit perfet,3a,plural,elles,hagen cregut
creure,2a,subjuntiu,pretèrit plusquamperfet,1a,singular,jo,hagués cregut
creure,2a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses cregut
creure,2a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses cregut
creure,2a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués cregut
creure,2a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués cregut
