verb,conjugacio,mode,temps,persona,nombre,pronom,forma_conjugada
cantar,1a,indicatiu,present,1a,singular,jo,cante
cantar,1a,indicatiu,present,2a,singular,tu,cantes
cantar,1a,indicatiu,present,3a,singular,ell,canta
cantar,1a,indicatiu,present,3a,singular,ella,canta
cantar,1a,indicatiu,present,1a,plural,nosaltres,cantem
cantar,1a,indicatiu,present,2a,plural,vosaltres,canteu
cantar,1a,indicatiu,present,3a,plural,ells,canten
cantar,1a,indicatiu,present,3a,plural,elles,canten
cantar,1a,indicatiu,imperfet,1a,singular,jo,cantava
cantar,1a,indicatiu,imperfet,2a,singular,tu,cantaves
cantar,1a,indicatiu,imperfet,3a,singular,ell,cantava
cantar,1a,indicatiu,imperfet,3a,singular,ella,cantava
cantar,1a,indicatiu,imperfet,1a,plural,nosaltres,cantàvem
cantar,1a,indicatiu,imperfet,2a,plural,vosaltres,cantàveu
cantar,1a,indicatiu,imperfet,3a,plural,ells,cantaven
cantar,1a,indicatiu,imperfet,3a,plural,elles,cantaven
cantar,1a,indicatiu,passat simple,1a,singular,jo,cantí
cantar,1a,indicatiu,passat simple,2a,singular,tu,cantares
cantar,1a,indicatiu,passat simple,3a,singular,ell,cantà
cantar,1a,indicatiu,passat simple,3a,singular,ella,cantà
cantar,1a,indicatiu,passat simple,1a,plural,nosaltres,cantàrem
cantar,1a,indicatiu,passat simple,2a,plural,vosaltres,cantàreu
cantar,1a,indicatiu,passat simple,3a,plural,ells,cantaren
cantar,1a,indicatiu,passat simple,3a,plural,elles,cantaren
cantar,1a,indicatiu,futur,1a,singular,jo,cantaré
cantar,1a,indicatiu,futur,2a,singular,tu,cantaràs
cantar,1a,indicatiu,futur,3a,singular,ell,cantarà
cantar,1a,indicatiu,futur,3a,singular,ella,cantarà
cantar,1a,indicatiu,futur,1a,plural,nosaltres,cantarem
cantar,1a,indicatiu,futur,2a,plural,vosaltres,cantareu
cantar,1a,indicatiu,futur,3a,plural,ells,cantaran
cantar,1a,indicatiu,futur,3a,plural,elles,cantaran
cantar,1a,subjuntiu,present,1a,singular,jo,cante
cantar,1a,subjuntiu,present,2a,singular,tu,cantes
cantar,1a,subjuntiu,present,3a,singular,ell,cante
cantar,1a,subjuntiu,present,3a,singular,ella,cante
cantar,1a,subjuntiu,present,1a,plural,nosaltres,cantem
cantar,1a,subjuntiu,present,2a,plural,vosaltres,canteu
cantar,1a,subjuntiu,present,3a,plural,ells,canten
cantar,1a,subjuntiu,present,3a,plural,elles,canten
cantar,1a,subjuntiu,imperfet,1a,singular,jo,cantàs
cantar,1a,subjuntiu,imperfet,2a,singular,tu,cantasses
cantar,1a,subjuntiu,imperfet,3a,singular,ell,cantàs
cantar,1a,subjuntiu,imperfet,3a,singular,ella,cantàs
cantar,1a,subjuntiu,imperfet,1a,plural,nosaltres,cantàssem
cantar,1a,subjuntiu,imperfet,2a,plural,vosaltres,cantàsseu
cantar,1a,subjuntiu,imperfet,3a,plural,ells,cantassen
cantar,1a,subjuntiu,imperfet,3a,plural,elles,cantassen
cantar,1a,indicatiu,condicional simple,1a,singular,jo,cantaria
cantar,1a,indicatiu,condicional simple,2a,singular,tu,cantaries
cantar,1a,indicatiu,condicional simple,3a,singular,ell,cantaria
cantar,1a,indicatiu,condicional simple,3a,singular,ella,cantaria
cantar,1a,indicatiu,condicional simple,1a,plural,nosaltres,cantaríem
cantar,1a,indicatiu,condicional simple,2a,plural,vosaltres,cantaríeu
cantar,1a,indicatiu,condicional simple,3a,plural,ells,cantarien
cantar,1a,indicatiu,condicional simple,3a,plural,elles,cantarien
cantar,1a,imperatiu,imperatiu,2a,singular,tu,canta
cantar,1a,imperatiu,imperatiu,3a,singular,ell,cante
cantar,1a,imperatiu,imperatiu,3a,singular,ella,cante
cantar,1a,imperatiu,imperatiu,1a,plural,nosaltres,cantem
cantar,1a,imperatiu,imperatiu,2a,plural,vosaltres,canteu
cantar,1a,imperatiu,imperatiu,3a,plural,ells,canten
cantar,1a,imperatiu,imperatiu,3a,plural,elles,canten
cantar,1a,infinitiu,infinitiu,,,,cantar
cantar,1a,gerundi,gerundi,,,,cantant
cantar,1a,participi,participi,,singular,,cantat
cantar,1a,participi,participi,,plural,,cantada
cantar,1a,participi,participi,,singular,,cantats
cantar,1a,participi,participi,,plural,,cantades
cantar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,he cantat
cantar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig cantat
cantar,1a,indicatiu,pretèrit perfet compost,2a,singular,tu,has cantat
cantar,1a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha cantat
cantar,1a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha cantat
cantar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem cantat
cantar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem cantat
cantar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu cantat
cantar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu cantat
cantar,1a,indicatiu,pretèrit perfet compost,3a,plural,ells,han cantat
cantar,1a,indicatiu,pretèrit perfet compost,3a,plural,elles,han cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,1a,singular,jo,havia cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,2a,singular,tu,havies cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ell,havia cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ella,havia cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,1a,plural,nosaltres,havíem cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,2a,plural,vosaltres,havíeu cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,ells,havien cantat
cantar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,elles,havien cantat
cantar,1a,indicatiu,pretèrit anterior,1a,singular,jo,haguí cantat
cantar,1a,indicatiu,pretèrit anterior,2a,singular,tu,hagueres cantat
cantar,1a,indicatiu,pretèrit anterior,3a,singular,ell,hagué cantat
cantar,1a,indicatiu,pretèrit anterior,3a,singular,ella,hagué cantat
cantar,1a,indicatiu,pretèrit anterior,1a,plural,nosaltres,haguérem cantat
cantar,1a,indicatiu,pretèrit anterior,2a,plural,vosaltres,haguéreu cantat
cantar,1a,indicatiu,pretèrit anterior,3a,plural,ells,hagueren cantat
cantar,1a,indicatiu,pretèrit anterior,3a,plural,elles,hagueren cantat
cantar,1a,indicatiu,futur perfet,1a,singular,jo,hauré cantat
cantar,1a,indicatiu,futur perfet,2a,singular,tu,hauràs cantat
cantar,1a,indicatiu,futur perfet,3a,singular,ell,haurà cantat
cantar,1a,indicatiu,futur perfet,3a,singular,ella,haurà cantat
cantar,1a,indicatiu,futur perfet,1a,plural,nosaltres,haurem cantat
cantar,1a,indicatiu,futur perfet,2a,plural,vosaltres,haureu cantat
cantar,1a,indicatiu,futur perfet,3a,plural,ells,hauran cantat
cantar,1a,indicatiu,futur perfet,3a,plural,elles,hauran cantat
cantar,1a,subjuntiu,pretèrit perfet,1a,singular,jo,haga cantat
cantar,1a,subjuntiu,pretèrit perfet,2a,singular,tu,hages cantat
cantar,1a,subjuntiu,pretèrit perfet,3a,singular,ell,haga cantat
cantar,1a,subjuntiu,pretèrit perfet,3a,singular,ella,haga cantat
cantar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,hàgim cantat
cantar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,haguem cantat
cantar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hàgiu cantat
cantar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hagueu cantat
cantar,1a,subjuntiu,pretèrit perfet,3a,plural,ells,hagen cantat
cantar,1a,subjuntiu,pretèrit perfet,3a,plural,elles,hagen cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,1a,singular,jo,hagués cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren cantat
cantar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren cantat
cantar,1a,indicatiu,condicional perfet,1a,singular,jo,hauria cantat
cantar,1a,indicatiu,condicional perfet,1a,singular,jo,haguera cantat
cantar,1a,indicatiu,condicional perfet,2a,singular,tu,hauries cantat
cantar,1a,indicatiu,condicional perfet,2a,singular,tu,hagueras cantat
cantar,1a,indicatiu,condicional perfet,3a,singular,ell,hauria cantat
cantar,1a,indicatiu,condicional perfet,3a,singular,ell,haguera cantat
cantar,1a,indicatiu,condicional perfet,3a,singular,ella,hauria cantat
cantar,1a,indicatiu,condicional perfet,3a,singular,ella,haguera cantat
cantar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,hauríem cantat
cantar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,haguérem cantat
cantar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,hauríeu cantat
cantar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,haguéreu cantat
cantar,1a,indicatiu,condicional perfet,3a,plural,ells,haurien cantat
cantar,1a,indicatiu,condicional perfet,3a,plural,ells,hagueren cantat
cantar,1a,indicatiu,condicional perfet,3a,plural,elles,haurien cantat
cantar,1a,indicatiu,condicional perfet,3a,plural,elles,hagueren cantat
cantar,1a,indicatiu,passat perifràstic,1a,singular,jo,vaig cantar
cantar,1a,indicatiu,passat perifràstic,2a,singular,tu,vares cantar
cantar,1a,indicatiu,passat perifràstic,3a,singular,ell,va cantar
cantar,1a,indicatiu,passat perifràstic,3a,singular,ella,va cantar
cantar,1a,indicatiu,passat perifràstic,1a,plural,nosaltres,vàrem cantar
cantar,1a,indicatiu,passat perifràstic,2a,plural,vosaltres,vàreu cantar
cantar,1a,indicatiu,passat perifràstic,3a,plural,ells,van cantar
cantar,1a,indicatiu,passat perifràstic,3a,plural,elles,van cantar
cantar,1a,indicatiu,passat anterior perifràstic,1a,singular,jo,vaig haver cantat
cantar,1a,indicatiu,passat anterior perifràstic,2a,singular,tu,vares haver cantat
cantar,1a,indicatiu,passat anterior perifràstic,3a,singular,ell,va haver cantat
cantar,1a,indicatiu,passat anterior perifràstic,3a,singular,ella,va haver cantat
cantar,1a,indicatiu,passat anterior perifràstic,1a,plural,nosaltres,vàrem haver cantat
cantar,1a,indicatiu,passat anterior perifràstic,2a,plural,vosaltres,vàreu haver cantat
cantar,1a,indicatiu,passat anterior perifràstic,3a,plural,ells,van haver cantat
cantar,1a,indicatiu,passat anterior perifràstic,3a,plural,elles,van haver cantat
parlar,1a,indicatiu,present,1a,singular,jo,parle
parlar,1a,indicatiu,present,2a,singular,tu,parles
parlar,1a,indicatiu,present,3a,singular,ell,parla
parlar,1a,indicatiu,present,3a,singular,ella,parla
parlar,1a,indicatiu,present,1a,plural,nosaltres,parlem
parlar,1a,indicatiu,present,2a,plural,vosaltres,parleu
parlar,1a,indicatiu,present,3a,plural,ells,parlen
parlar,1a,indicatiu,present,3a,plural,elles,parlen
parlar,1a,indicatiu,imperfet,1a,singular,jo,parlava
parlar,1a,indicatiu,imperfet,2a,singular,tu,parlaves
parlar,1a,indicatiu,imperfet,3a,singular,ell,parlava
parlar,1a,indicatiu,imperfet,3a,singular,ella,parlava
parlar,1a,indicatiu,imperfet,1a,plural,nosaltres,parlàvem
parlar,1a,indicatiu,imperfet,2a,plural,vosaltres,parlàveu
parlar,1a,indicatiu,imperfet,3a,plural,ells,parlaven
parlar,1a,indicatiu,imperfet,3a,plural,elles,parlaven
parlar,1a,indicatiu,passat simple,1a,singular,jo,parlí
parlar,1a,indicatiu,passat simple,2a,singular,tu,parlares
parlar,1a,indicatiu,passat simple,3a,singular,ell,parlà
parlar,1a,indicatiu,passat simple,3a,singular,ella,parlà
parlar,1a,indicatiu,passat simple,1a,plural,nosaltres,parlàrem
parlar,1a,indicatiu,passat simple,2a,plural,vosaltres,parlàreu
parlar,1a,indicatiu,passat simple,3a,plural,ells,parlaren
parlar,1a,indicatiu,passat simple,3a,plural,elles,parlaren
parlar,1a,indicatiu,futur,1a,singular,jo,parlaré
parlar,1a,indicatiu,futur,2a,singular,tu,parlaràs
parlar,1a,indicatiu,futur,3a,singular,ell,parlarà
parlar,1a,indicatiu,futur,3a,singular,ella,parlarà
parlar,1a,indicatiu,futur,1a,plural,nosaltres,parlarem
parlar,1a,indicatiu,futur,2a,plural,vosaltres,parlareu
parlar,1a,indicatiu,futur,3a,plural,ells,parlaran
parlar,1a,indicatiu,futur,3a,plural,elles,parlaran
parlar,1a,subjuntiu,present,1a,singular,jo,parle
parlar,1a,subjuntiu,present,2a,singular,tu,parles
parlar,1a,subjuntiu,present,3a,singular,ell,parle
parlar,1a,subjuntiu,present,3a,singular,ella,parle
parlar,1a,subjuntiu,present,1a,plural,nosaltres,parlem
parlar,1a,subjuntiu,present,2a,plural,vosaltres,parleu
parlar,1a,subjuntiu,present,3a,plural,ells,parlen
parlar,1a,subjuntiu,present,3a,plural,elles,parlen
parlar,1a,subjuntiu,imperfet,1a,singular,jo,parlàs
parlar,1a,subjuntiu,imperfet,2a,singular,tu,parlasses
parlar,1a,subjuntiu,imperfet,3a,singular,ell,parlàs
parlar,1a,subjuntiu,imperfet,3a,singular,ella,parlàs
parlar,1a,subjuntiu,imperfet,1a,plural,nosaltres,parlàssem
parlar,1a,subjuntiu,imperfet,2a,plural,vosaltres,parlàsseu
parlar,1a,subjuntiu,imperfet,3a,plural,ells,parlassen
parlar,1a,subjuntiu,imperfet,3a,plural,elles,parlassen
parlar,1a,indicatiu,condicional simple,1a,singular,jo,parlaria
parlar,1a,indicatiu,condicional simple,2a,singular,tu,parlaries
parlar,1a,indicatiu,condicional simple,3a,singular,ell,parlaria
parlar,1a,indicatiu,condicional simple,3a,singular,ella,parlaria
parlar,1a,indicatiu,condicional simple,1a,plural,nosaltres,parlaríem
parlar,1a,indicatiu,condicional simple,2a,plural,vosaltres,parlaríeu
parlar,1a,indicatiu,condicional simple,3a,plural,ells,parlarien
parlar,1a,indicatiu,condicional simple,3a,plural,elles,parlarien
parlar,1a,imperatiu,imperatiu,2a,singular,tu,parla
parlar,1a,imperatiu,imperatiu,3a,singular,ell,parle
parlar,1a,imperatiu,imperatiu,3a,singular,ella,parle
parlar,1a,imperatiu,imperatiu,1a,plural,nosaltres,parlem
parlar,1a,imperatiu,imperatiu,2a,plural,vosaltres,parleu
parlar,1a,imperatiu,imperatiu,3a,plural,ells,parlen
parlar,1a,imperatiu,imperatiu,3a,plural,elles,parlen
parlar,1a,infinitiu,infinitiu,,,,parlar
parlar,1a,gerundi,gerundi,,,,parlant
parlar,1a,participi,participi,,singular,,parlat
parlar,1a,participi,participi,,plural,,parlada
parlar,1a,participi,participi,,singular,,parlats
parlar,1a,participi,participi,,plural,,parlades
parlar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,he parlat
parlar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig parlat
parlar,1a,indicatiu,pretèrit perfet compost,2a,singular,tu,has parlat
parlar,1a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha parlat
parlar,1a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha parlat
parlar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem parlat
parlar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem parlat
parlar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu parlat
parlar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu parlat
parlar,1a,indicatiu,pretèrit perfet compost,3a,plural,ells,han parlat
parlar,1a,indicatiu,pretèrit perfet compost,3a,plural,elles,han parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,1a,singular,jo,havia parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,2a,singular,tu,havies parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ell,havia parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,3a,singular,ella,havia parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,1a,plural,nosaltres,havíem parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,2a,plural,vosaltres,havíeu parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,ells,havien parlat
parlar,1a,indicatiu,pretèrit plusquamperfet,3a,plural,elles,havien parlat
parlar,1a,indicatiu,pretèrit anterior,1a,singular,jo,haguí parlat
parlar,1a,indicatiu,pretèrit anterior,2a,singular,tu,hagueres parlat
parlar,1a,indicatiu,pretèrit anterior,3a,singular,ell,hagué parlat
parlar,1a,indicatiu,pretèrit anterior,3a,singular,ella,hagué parlat
parlar,1a,indicatiu,pretèrit anterior,1a,plural,nosaltres,haguérem parlat
parlar,1a,indicatiu,pretèrit anterior,2a,plural,vosaltres,haguéreu parlat
parlar,1a,indicatiu,pretèrit anterior,3a,plural,ells,hagueren parlat
parlar,1a,indicatiu,pretèrit anterior,3a,plural,elles,hagueren parlat
parlar,1a,indicatiu,futur perfet,1a,singular,jo,hauré parlat
parlar,1a,indicatiu,futur perfet,2a,singular,tu,hauràs parlat
parlar,1a,indicatiu,futur perfet,3a,singular,ell,haurà parlat
parlar,1a,indicatiu,futur perfet,3a,singular,ella,haurà parlat
parlar,1a,indicatiu,futur perfet,1a,plural,nosaltres,haurem parlat
parlar,1a,indicatiu,futur perfet,2a,plural,vosaltres,haureu parlat
parlar,1a,indicatiu,futur perfet,3a,plural,ells,hauran parlat
parlar,1a,indicatiu,futur perfet,3a,plural,elles,hauran parlat
parlar,1a,subjuntiu,pretèrit perfet,1a,singular,jo,haga parlat
parlar,1a,subjuntiu,pretèrit perfet,2a,singular,tu,hages parlat
parlar,1a,subjuntiu,pretèrit perfet,3a,singular,ell,haga parlat
parlar,1a,subjuntiu,pretèrit perfet,3a,singular,ella,haga parlat
parlar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,hàgim parlat
parlar,1a,subjuntiu,pretèrit perfet,1a,plural,nosaltres,haguem parlat
parlar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hàgiu parlat
parlar,1a,subjuntiu,pretèrit perfet,2a,plural,vosaltres,hagueu parlat
parlar,1a,subjuntiu,pretèrit perfet,3a,plural,ells,hagen parlat
parlar,1a,subjuntiu,pretèrit perfet,3a,plural,elles,hagen parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,1a,singular,jo,hagués parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,2a,singular,tu,haguesses parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ell,hagués parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,3a,singular,ella,hagués parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,1a,plural,nosaltres,haguàrem parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,2a,plural,vosaltres,haguàreu parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,ells,haguaren parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren parlat
parlar,1a,subjuntiu,pretèrit plusquamperfet,3a,plural,elles,haguaren parlat
parlar,1a,indicatiu,condicional perfet,1a,singular,jo,hauria parlat
parlar,1a,indicatiu,condicional perfet,1a,singular,jo,haguera parlat
parlar,1a,indicatiu,condicional perfet,2a,singular,tu,hauries parlat
parlar,1a,indicatiu,condicional perfet,2a,singular,tu,hagueras parlat
parlar,1a,indicatiu,condicional perfet,3a,singular,ell,hauria parlat
parlar,1a,indicatiu,condicional perfet,3a,singular,ell,haguera parlat
parlar,1a,indicatiu,condicional perfet,3a,singular,ella,hauria parlat
parlar,1a,indicatiu,condicional perfet,3a,singular,ella,haguera parlat
parlar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,hauríem parlat
parlar,1a,indicatiu,condicional perfet,1a,plural,nosaltres,haguérem parlat
parlar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,hauríeu parlat
parlar,1a,indicatiu,condicional perfet,2a,plural,vosaltres,haguéreu parlat
parlar,1a,indicatiu,condicional perfet,3a,plural,ells,haurien parlat
parlar,1a,indicatiu,condicional perfet,3a,plural,ells,hagueren parlat
parlar,1a,indicatiu,condicional perfet,3a,plural,elles,haurien parlat
parlar,1a,indicatiu,condicional perfet,3a,plural,elles,hagueren parlat
parlar,1a,indicatiu,passat perifràstic,1a,singular,jo,vaig parlar
parlar,1a,indicatiu,passat perifràstic,2a,singular,tu,vares parlar
parlar,1a,indicatiu,passat perifràstic,3a,singular,ell,va parlar
parlar,1a,indicatiu,passat perifràstic,3a,singular,ella,va parlar
parlar,1a,indicatiu,passat perifràstic,1a,plural,nosaltres,vàrem parlar
parlar,1a,indicatiu,passat perifràstic,2a,plural,vosaltres,vàreu parlar
parlar,1a,indicatiu,passat perifràstic,3a,plural,ells,van parlar
parlar,1a,indicatiu,passat perifràstic,3a,plural,elles,van parlar
parlar,1a,indicatiu,passat anterior perifràstic,1a,singular,jo,vaig haver parlat
parlar,1a,indicatiu,passat anterior perifràstic,2a,singular,tu,vares haver parlat
parlar,1a,indicatiu,passat anterior perifràstic,3a,singular,ell,va haver parlat
parlar,1a,indicatiu,passat anterior perifràstic,3a,singular,ella,va haver parlat
parlar,1a,indicatiu,passat anterior perifràstic,1a,plural,nosaltres,vàrem haver parlat
parlar,1a,indicatiu,passat anterior perifràstic,2a,plural,vosaltres,vàreu haver parlat
parlar,1a,indicatiu,passat anterior perifràstic,3a,plural,ells,van haver parlat
parlar,1a,indicatiu,passat anterior perifràstic,3a,plural,elles,van haver parlat
caminar,1a,indicatiu,present,1a,singular,jo,camine
caminar,1a,indicatiu,present,2a,singular,tu,camines
caminar,1a,indicatiu,present,3a,singular,ell,camina
caminar,1a,indicatiu,present,3a,singular,ella,camina
caminar,1a,indicatiu,present,1a,plural,nosaltres,caminem
caminar,1a,indicatiu,present,2a,plural,vosaltres,camineu
caminar,1a,indicatiu,present,3a,plural,ells,caminen
caminar,1a,indicatiu,present,3a,plural,elles,caminen
caminar,1a,indicatiu,imperfet,1a,singular,jo,caminava
caminar,1a,indicatiu,imperfet,2a,singular,tu,caminaves
caminar,1a,indicatiu,imperfet,3a,singular,ell,caminava
caminar,1a,indicatiu,imperfet,3a,singular,ella,caminava
caminar,1a,indicatiu,imperfet,1a,plural,nosaltres,caminàvem
caminar,1a,indicatiu,imperfet,2a,plural,vosaltres,caminàveu
caminar,1a,indicatiu,imperfet,3a,plural,ells,caminaven
caminar,1a,indicatiu,imperfet,3a,plural,elles,caminaven
caminar,1a,indicatiu,passat simple,1a,singular,jo,caminí
caminar,1a,indicatiu,passat simple,2a,singular,tu,caminares
caminar,1a,indicatiu,passat simple,3a,singular,ell,caminà
caminar,1a,indicatiu,passat simple,3a,singular,ella,caminà
caminar,1a,indicatiu,passat simple,1a,plural,nosaltres,caminàrem
caminar,1a,indicatiu,passat simple,2a,plural,vosaltres,caminàreu
caminar,1a,indicatiu,passat simple,3a,plural,ells,caminaren
caminar,1a,indicatiu,passat simple,3a,plural,elles,caminaren
caminar,1a,indicatiu,futur,1a,singular,jo,caminaré
caminar,1a,indicatiu,futur,2a,singular,tu,caminaràs
caminar,1a,indicatiu,futur,3a,singular,ell,caminarà
caminar,1a,indicatiu,futur,3a,singular,ella,caminarà
caminar,1a,indicatiu,futur,1a,plural,nosaltres,caminarem
caminar,1a,indicatiu,futur,2a,plural,vosaltres,caminareu
caminar,1a,indicatiu,futur,3a,plural,ells,caminaran
caminar,1a,indicatiu,futur,3a,plural,elles,caminaran
caminar,1a,subjuntiu,present,1a,singular,jo,camine
caminar,1a,subjuntiu,present,2a,singular,tu,camines
caminar,1a,subjuntiu,present,3a,singular,ell,camine
caminar,1a,subjuntiu,present,3a,singular,ella,camine
caminar,1a,subjuntiu,present,1a,plural,nosaltres,caminem
caminar,1a,subjuntiu,present,2a,plural,vosaltres,camineu
caminar,1a,subjuntiu,present,3a,plural,ells,caminen
caminar,1a,subjuntiu,present,3a,plural,elles,caminen
caminar,1a,subjuntiu,imperfet,1a,singular,jo,caminàs
caminar,1a,subjuntiu,imperfet,2a,singular,tu,caminasses
caminar,1a,subjuntiu,imperfet,3a,singular,ell,caminàs
caminar,1a,subjuntiu,imperfet,3a,singular,ella,caminàs
caminar,1a,subjuntiu,imperfet,1a,plural,nosaltres,caminàssem
caminar,1a,subjuntiu,imperfet,2a,plural,vosaltres,caminàsseu
caminar,1a,subjuntiu,imperfet,3a,plural,ells,caminassen
caminar,1a,subjuntiu,imperfet,3a,plural,elles,caminassen
caminar,1a,indicatiu,condicional simple,1a,singular,jo,caminaria
caminar,1a,indicatiu,condicional simple,2a,singular,tu,caminaries
caminar,1a,indicatiu,condicional simple,3a,singular,ell,caminaria
caminar,1a,indicatiu,condicional simple,3a,singular,ella,caminaria
caminar,1a,indicatiu,condicional simple,1a,plural,nosaltres,caminaríem
caminar,1a,indicatiu,condicional simple,2a,plural,vosaltres,caminaríeu
caminar,1a,indicatiu,condicional simple,3a,plural,ells,caminarien
caminar,1a,indicatiu,condicional simple,3a,plural,elles,caminarien
caminar,1a,imperatiu,imperatiu,2a,singular,tu,camina
caminar,1a,imperatiu,imperatiu,3a,singular,ell,camine
caminar,1a,imperatiu,imperatiu,3a,singular,ella,camine
caminar,1a,imperatiu,imperatiu,1a,plural,nosaltres,caminem
caminar,1a,imperatiu,imperatiu,2a,plural,vosaltres,camineu
caminar,1a,imperatiu,imperatiu,3a,plural,ells,caminen
caminar,1a,imperatiu,imperatiu,3a,plural,elles,caminen
caminar,1a,infinitiu,infinitiu,,,,caminar
caminar,1a,gerundi,gerundi,,,,caminant
caminar,1a,participi,participi,,singular,,caminat
caminar,1a,participi,participi,,plural,,caminada
caminar,1a,participi,participi,,singular,,caminats
caminar,1a,participi,participi,,plural,,caminades
caminar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,he caminat
caminar,1a,indicatiu,pretèrit perfet compost,1a,singular,jo,haig caminat
caminar,1a,indicatiu,pretèrit perfet compost,2a,singular,tu,has caminat
caminar,1a,indicatiu,pretèrit perfet compost,3a,singular,ell,ha caminat
caminar,1a,indicatiu,pretèrit perfet compost,3a,singular,ella,ha caminat
caminar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,havem caminat
caminar,1a,indicatiu,pretèrit perfet compost,1a,plural,nosaltres,hem caminat
caminar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,haveu caminat
caminar,1a,indicatiu,pretèrit perfet compost,2a,plural,vosaltres,heu caminat
